Year,CO2 Forcing.Atmos CO2 exogenous
2434,1137.2679951985676
2435,1137.2679951985676
2436,1137.2679951985676
2437,1137.2679951985676
2438,1137.2679951985676
2439,1137.2679951985676
2440,1137.2679951985676
2441,1137.2679951985676
2442,1137.2679951985676
2443,1137.2679951985676
2444,1137.2679951985676
2445,1137.2679951985676
2446,1137.2679951985676
2447,1137.2679951985676
2448,1137.2679951985676
2449,1137.2679951985676
2450,1137.2679951985676
2451,1137.2679951985676
2452,1137.2679951985676
2453,1137.2679951985676
2454,1137.2679951985676
2455,1137.2679951985676
2456,1137.2679951985676
2457,1137.2679951985676
2458,1137.2679951985676
2459,1137.2679951985676
2460,1137.2679951985676
2461,1137.2679951985676
2462,1137.2679951985676
2463,1137.2679951985676
2464,1137.2679951985676
2465,1137.2679951985676
2466,1137.2679951985676
2467,1137.2679951985676
2468,1137.2679951985676
2469,1137.2679951985676
2470,1137.2679951985676
2471,1137.2679951985676
2472,1137.2679951985676
2473,1137.2679951985676
2474,1137.2679951985676
2475,1137.2679951985676
2476,1137.2679951985676
2477,1137.2679951985676
2478,1137.2679951985676
2479,1137.2679951985676
2480,1137.2679951985676
2481,1137.2679951985676
2482,1137.2679951985676
2483,1137.2679951985676
2484,1137.2679951985676
2485,1137.2679951985676
2486,1137.2679951985676
2487,1137.2679951985676
2488,1137.2679951985676
2489,1137.2679951985676
2490,1137.2679951985676
2491,1137.2679951985676
2492,1137.2679951985676
2493,1137.2679951985676
2494,1137.2679951985676
2495,1137.2679951985676
2496,1137.2679951985676
2497,1137.2679951985676
2498,1137.2679951985676
2499,1137.2679951985676
2500,1137.2679951985676
