Year,CO2 Forcing.Atmos CO2 exogenous
2227,142.15849939982095
2228,142.15849939982095
2229,142.15849939982095
2230,142.15849939982095
2231,142.15849939982095
2232,142.15849939982095
2233,142.15849939982095
2234,142.15849939982095
2235,142.15849939982095
2236,142.15849939982095
2237,142.15849939982095
2238,142.15849939982095
2239,142.15849939982095
2240,142.15849939982095
2241,142.15849939982095
2242,142.15849939982095
2243,142.15849939982095
2244,142.15849939982095
2245,142.15849939982095
2246,142.15849939982095
2247,142.15849939982095
2248,142.15849939982095
2249,142.15849939982095
2250,142.15849939982095
2251,142.15849939982095
2252,142.15849939982095
2253,142.15849939982095
2254,142.15849939982095
2255,142.15849939982095
2256,142.15849939982095
2257,142.15849939982095
2258,142.15849939982095
2259,142.15849939982095
2260,142.15849939982095
2261,142.15849939982095
2262,142.15849939982095
2263,142.15849939982095
2264,142.15849939982095
2265,142.15849939982095
2266,142.15849939982095
2267,142.15849939982095
2268,142.15849939982095
2269,142.15849939982095
2270,142.15849939982095
2271,142.15849939982095
2272,142.15849939982095
2273,142.15849939982095
2274,142.15849939982095
2275,142.15849939982095
2276,142.15849939982095
2277,142.15849939982095
2278,142.15849939982095
2279,142.15849939982095
2280,142.15849939982095
2281,142.15849939982095
2282,142.15849939982095
2283,142.15849939982095
2284,142.15849939982095
2285,142.15849939982095
2286,142.15849939982095
2287,142.15849939982095
2288,142.15849939982095
2289,142.15849939982095
2290,142.15849939982095
2291,142.15849939982095
2292,142.15849939982095
2293,142.15849939982095
2294,142.15849939982095
2295,142.15849939982095
2296,142.15849939982095
2297,142.15849939982095
2298,142.15849939982095
2299,142.15849939982095
2300,142.15849939982095
2301,142.15849939982095
2302,142.15849939982095
2303,142.15849939982095
2304,142.15849939982095
2305,142.15849939982095
2306,142.15849939982095
2307,142.15849939982095
2308,142.15849939982095
2309,142.15849939982095
2310,142.15849939982095
2311,142.15849939982095
2312,142.15849939982095
2313,142.15849939982095
2314,142.15849939982095
2315,142.15849939982095
2316,142.15849939982095
2317,142.15849939982095
2318,142.15849939982095
2319,142.15849939982095
2320,142.15849939982095
2321,142.15849939982095
2322,142.15849939982095
2323,142.15849939982095
2324,142.15849939982095
2325,142.15849939982095
2326,142.15849939982095
2327,142.15849939982095
2328,142.15849939982095
2329,142.15849939982095
2330,142.15849939982095
2331,142.15849939982095
2332,142.15849939982095
2333,142.15849939982095
2334,142.15849939982095
2335,142.15849939982095
2336,142.15849939982095
2337,142.15849939982095
2338,142.15849939982095
2339,142.15849939982095
2340,142.15849939982095
2341,142.15849939982095
2342,142.15849939982095
2343,142.15849939982095
2344,142.15849939982095
2345,142.15849939982095
2346,142.15849939982095
2347,142.15849939982095
2348,142.15849939982095
2349,142.15849939982095
2350,142.15849939982095
2351,142.15849939982095
2352,142.15849939982095
2353,142.15849939982095
2354,142.15849939982095
2355,142.15849939982095
2356,142.15849939982095
2357,142.15849939982095
2358,142.15849939982095
2359,142.15849939982095
2360,142.15849939982095
2361,142.15849939982095
2362,142.15849939982095
2363,142.15849939982095
2364,142.15849939982095
2365,142.15849939982095
2366,142.15849939982095
2367,142.15849939982095
2368,142.15849939982095
2369,142.15849939982095
2370,142.15849939982095
2371,142.15849939982095
2372,142.15849939982095
2373,142.15849939982095
2374,142.15849939982095
2375,142.15849939982095
2376,142.15849939982095
2377,142.15849939982095
2378,142.15849939982095
2379,142.15849939982095
2380,142.15849939982095
2381,142.15849939982095
2382,142.15849939982095
2383,142.15849939982095
2384,142.15849939982095
2385,142.15849939982095
2386,142.15849939982095
2387,142.15849939982095
