,Global Mean Surface Temperature (GMST),Ocean Heat Content|Global|Total,Atmospheric Concentrations|CO2,Carbon Flux to Oceans,Carbon Flux to Land,Effective Radiative Forcing|Aerosols,ECS,TCR
30975,1.5540656523826406,381.85495789723103,411.74893634529997,2.943694706363,2.524815111313,-1.1313544923788998,2.8524018946309058,1.883942796955716
44732,1.436996834248803,495.73452557865613,411.5756917056,2.5592898915389997,3.493166997067,-0.9880349960657999,4.730103044997431,2.0954585724553083
92509,1.31997608312236,614.5510142844798,408.7220178298,3.329202555267,2.498910099263,-0.5986414899486,2.7394137128165856,1.4604562746492182
18114,1.1697409822349083,477.64397667077003,410.21735259650006,3.408604180871,2.2835575987060004,-0.27080725904924996,1.987636355612688,1.4209002925646126
91874,1.2709923162029968,509.39291251758,407.81037964380005,3.1800466858570005,2.8145892293370003,-0.3132848234761799,2.15617345389903,1.4896929686006972
94568,1.4004241926484569,651.01195024684,409.8942324884,3.113879154597,2.628262679237,-0.6426109150201,4.813906878857053,2.194599673460239
12740,1.3195195561711193,364.05745827906003,409.6060613476,2.7773596368950004,3.1645656379089995,-0.44028893093568994,2.656471613520743,1.8321973077945404
68229,1.358297811794406,416.044012202182,411.66503216909996,2.951177682685,2.906124968166,-0.85948073921129,2.63479005699435,1.9757821538039484
7403,1.3901259882319834,420.73158522719865,412.41148991500006,3.1957097268749997,2.365483304818,-0.7882102005944001,4.024951545784936,2.6680413160677827
14823,1.282250533179871,392.068496441076,411.7540941753,2.762377193915,2.8491451112989994,-0.7482773917218999,3.2131258414369124,2.002562847083832
75804,1.2198348445743912,396.36050538266,409.6110041447,3.3603626680350005,2.408728007077,-0.23380936137577404,2.623395839102965,1.9379960025939869
69404,1.4371631660107524,666.46418018726,411.2660413396,2.7119220029060003,3.111184035985,-0.67036750913518,3.9706407781359623,2.209002499899127
8790,1.278183597590727,450.26183006941505,407.5228859571,2.9937404869710003,3.109539400141,-1.08066631948175,3.0016531556291515,1.989978340906813
9568,1.409294134965232,401.752562738982,410.3533452105,3.142311021124,2.606353661189,-0.7462777590989,3.544045266507843,2.22214902578592
39296,1.3250317362894528,448.10834001387997,410.93549625590003,3.12091405846,2.675133557184,-0.5817713511481499,1.8705265989538629,1.2765138084924037
2508,1.097245681132532,495.9051298473999,409.12795324599995,3.3456611702610006,2.2126060999569996,-0.13190141250681,2.416668036103132,1.691064600575044
89946,1.4524073221967206,478.2928750345199,409.3505957257,3.19531669956,2.868200056306,-0.7634775067627,2.249736934466911,1.5519071134008553
10275,1.2212395125122253,323.869073990007,408.4997842432,3.1651341321779993,2.7843193961279997,-0.98882061982411,2.5307319226998533,1.6857894723136648
89092,1.2875509167648802,311.84901042204,408.0209683616,3.116818871168,2.955810970049,-0.3994392914996,1.897602127293078,1.539699066034116
30472,1.397519262123333,327.19306357583304,411.44465853680003,2.9457968292989998,2.796728071655,-0.9554648933161001,3.1880892414959203,2.423125995656377
29624,1.3772276697180195,553.4782606562301,409.21419581680004,3.334056899132,2.533421989786,-0.3014901069477,2.518817975619743,1.8061490323728784
23838,1.3885742440020137,510.748087421936,408.0463363197,3.241559361271,2.9115280778150003,-0.70026315646621,4.967856846501577,2.383236212527857
43655,1.0719771248196766,504.16325626667003,411.8267451905,3.4278543722770003,2.097567801748,-0.19445740443392004,2.3023127623089445,1.613373665915575
45390,1.2069782044890913,497.9888754467901,406.6350336796,3.340855290977,2.632425131323,-0.3945294218448,2.1620543909331147,1.837839531503726
99796,1.2172388351417192,413.71437734536005,408.4779637003,3.281680658361,2.799438698097,-0.46621045653082993,2.810998191341598,2.113903300332201
61638,1.516192388833865,507.71083772372606,412.00429028200006,3.1107166079530004,2.601069850462,-0.8661346088270001,4.716272667391525,2.7053550158116497
4314,1.3535075959046612,385.955452757056,410.00992397619996,3.401519162164,2.3110085177000004,-0.6806873718913999,2.7252486373231783,1.7770654871970015
22365,1.1980028655459969,431.38049254572996,411.06215867110006,3.183193364499,2.7739425820759998,-0.8731343574937,3.288142017584724,2.0847027085164926
35287,1.4861435278846948,497.9682033974831,410.85757813990006,2.482137758682,3.790257741059,-0.94344909492008,4.139314111186257,2.377186782683557
92323,1.4716683462534634,479.85839687604,409.2969356763,3.152648343795,2.748957398275,-0.8685716384659,4.919493762477432,2.3518892010907115
69375,1.3500135043464838,534.16438073908,408.68640411509995,2.962129632093,3.0668804176110003,-0.6068717519416,2.6164687871608376,1.577505876059454
85483,1.2498570465497514,438.18824864814997,410.53029357350005,3.3550942833840005,2.285131810778,-0.31046090894029,1.964683422528468,1.6212947509992706
96035,1.3214809084497963,454.73535242863,405.5626829159,3.058296853442,3.084425665023,-0.7160302819952781,2.785905026630661,1.843370129447628
83700,1.266555747697739,549.09175062651,408.0789111607,3.305080336216,2.629948854058,-0.4030212159462,3.2221015982800503,1.6454933406873853
17500,1.3888822953520281,674.2789432988701,407.8056186948,3.0469823842029995,3.2616035002170003,-0.7197038394694,3.121056821351037,2.043334710961071
24555,1.304914226229237,580.2209640955001,411.8941510062999,3.337549789957,2.499896613341,-0.45592926289081004,4.054158258500861,2.071000811793102
13554,1.2543798948140183,409.37642550713997,408.6888611253,3.2585542433379997,2.6780634952040003,-0.26932746294247,1.786056486103927,1.5396247387233557
51683,1.319847517653407,385.779498707239,406.2830374798,3.28960246352,2.563157471607,-0.93770545594515,2.758928907367212,1.845687539751527
15558,1.3728795440746435,542.22655623591,408.7152377402,3.2433421766790005,2.811391065215,-0.5091396221237,4.214934238804243,2.3659511067019845
26234,1.4694899168088418,475.483331724219,411.2448945964,2.899474069068,2.6600047098379997,-1.1475134933794,3.6456405700390895,2.300956632960945
7134,1.3866814029268042,485.63887824634,408.946358547,3.0331609774200006,2.808737093095,-0.962368502806,3.2762597655457717,1.733678813506628
20065,1.3036034243684858,458.27626257413,409.048137259,3.0135599038020002,2.986203933958,-0.9371993572154,5.538982226724547,2.316897640752112
17490,1.3804364716690567,578.1256698564621,410.9348012252,2.8568379640859995,3.091393077229,-0.9358056823901002,5.415508805767329,2.0192309318179253
28724,1.5031067827614546,442.631162490426,411.22270597900007,2.929090276984,3.089802455737,-1.2201581292209,3.508379448856371,2.4742465922100547
98336,1.0923589869857162,494.65120039426006,410.2625163978,3.227573990421,2.999073588569,-0.14727284569541,2.376875951482787,1.7253215009529148
14034,1.2934420232484403,529.5426184028889,408.334545231,3.0961811103209995,2.979292290211,-1.2175991606880998,2.86381143162234,1.6874859163341005
84677,1.5526761674168983,396.830358421224,411.94616017709996,2.71916717463,2.9389651002359996,-1.1604628423487,3.716734620062252,2.422436435625541
13080,1.065972094427367,291.64936292000596,409.51849284860003,3.261023121487,2.6231942998229996,-0.45040385850837,2.17998658327382,1.8038998631944143
95323,1.266258543771199,447.43256404119,410.0522869294999,3.067741004045,2.795211800501,-0.9139049070840001,3.794206176718088,2.0025975663157265
11848,1.0830662443170351,486.81930153038,408.7315569748,3.2416385298050003,2.952140045894,-0.52003308686756,2.2928890225778424,1.444100818813673
5086,1.3716895344346232,537.65909567006,409.32659520889996,3.0906343878370004,2.9764924941769997,-0.7452693681984441,3.73475616047962,2.105306711033172
2554,1.0857075924389512,548.04751729273,410.38665260140004,3.157979239494,2.397253935383,-0.09056058630065,2.0335934678261127,1.2511650874252649
